TÍTULO,VINÍCULA,NOME DO PROVADOR,PONTOS,PREÇO,PAÍS
Waxwing 2015 Halcon Vineyard Syrah (Yorkville Highlands),Waxwing,Jim Gordon,92,50.0,US
Whalebone 2013 Reserve Cabernet Sauvignon (Paso Robles),Whalebone,Matt Kettmann,92,55.0,US
Joseph Swan Vineyards 2013 Saralee's Vineyard Pinot Noir (Russian River Valley),Joseph Swan Vineyards,Virginie Boone,92,42.0,US
Klinker Brick 2014 Old Ghost Old Vine Zinfandel (Lodi),Klinker Brick,Jim Gordon,92,37.0,US
Margerum 2015 D Sauvignon Blanc (Happy Canyon of Santa Barbara),Margerum,Matt Kettmann,92,36.0,US
Mark Ryan 2014 Crazy Mary Mourvèdre (Red Mountain),Mark Ryan,Sean P. Sullivan,92,48.0,US
Fulcrum 2015 Brosseau Vineyard Pinot Noir (Chalone),Fulcrum,Matt Kettmann,92,60.0,US
Hunnicutt 2014 CUTT Fearless Red (Napa Valley),Hunnicutt,Virginie Boone,92,45.0,US
Work 2013 Lamya's Cabernet Sauvignon (Napa Valley),Work,Virginie Boone,92,90.0,US
Rutherford Ranch 2013 Rhiannon Red (Napa Valley),Rutherford Ranch,Virginie Boone,87,42.0,US
Tertulia 2012 Phinny Hill Vineyard Cabernet Sauvignon (Horse Heaven Hills),Tertulia,Sean P. Sullivan,87,45.0,US
Tertulia 2016 Elevation Estate Vineyard Marsanne (Walla Walla Valley (WA)),Tertulia,Sean P. Sullivan,87,20.0,US
Lemelson 2014 Chestnut Hill Vineyard Pinot Noir (Chehalem Mountains),Lemelson,Paul Gregutt,87,54.0,US
Wilson 2014 Carl's Estate Zinfandel (Dry Creek Valley),Wilson,Virginie Boone,87,42.0,US
Cass 2016 Mr. Blanc White (Paso Robles),Cass,Matt Kettmann,87,20.0,US
Cedar River Cellars 2014 It's a Long Way Barrel Select Cabernet Franc (Yakima Valley),Cedar River Cellars,Sean P. Sullivan,87,40.0,US
Stoller 2012 Estate Exclusive Riesling (Dundee Hills),Stoller,Paul Gregutt,87,25.0,US
Southard 2010 Whipping Boy Cabernet Sauvignon (Columbia Valley (WA)),Southard,Paul Gregutt,95,25.0,US
Lauren Ashton Cellars 2011 Cuvée Arlette Red (Columbia Valley (WA)),Lauren Ashton Cellars,Paul Gregutt,94,50.0,US
Dunham 2009 Lewis Vineyard Merlot (Columbia Valley (WA)),Dunham,Paul Gregutt,94,75.0,US
Maison Bleue 2011 La Montagnette Upland Vineyard Grenache (Snipes Mountain),Maison Bleue,Sean P. Sullivan,94,40.0,US
Gramercy 2011 The Third Man Red (Columbia Valley (WA)),Gramercy,Paul Gregutt,94,50.0,US
Owen Roe 2011 Red Willow Vineyard Chapel Block Syrah (Yakima Valley),Owen Roe,Paul Gregutt,94,55.0,US
Armida 2014 Durell Vineyard Chardonnay (Sonoma Coast),Armida,Virginie Boone,90,45.0,US
Brooks 2014 La Chenaie Pinot Noir (Eola-Amity Hills),Brooks,Paul Gregutt,90,48.0,US
Von Strasser 2013 Estate Vineyard Cabernet Sauvignon (Diamond Mountain District),Von Strasser,Virginie Boone,90,80.0,US
J Vineyards & Winery 2014 J Nicole's Vineyard Estate Grown Pinot Noir (Russian River Valley),J Vineyards & Winery,Virginie Boone,90,65.0,US
Friedeman 2014 Dichotomy Pinot Noir (Russian River Valley),Friedeman,Virginie Boone,90,29.0,US
Piocho 2011 Reserve Red (Happy Canyon of Santa Barbara),Piocho,Matt Kettmann,93,39.0,US
Small Vines 2014 Baranoff Vineyard Estate Grown Pinot Noir (Russian River Valley),Small Vines,Virginie Boone,93,82.0,US
Kokomo 2014 Cuvée Red (Sonoma County),Kokomo,Virginie Boone,93,26.0,US
Zoetic Wines 2014 Block 21 Pinot Noir (Russian River Valley),Zoetic Wines,Virginie Boone,93,65.0,US
Schramsberg 2011 Methode Traditionelle Brut Sparkling (Carneros),Schramsberg,Virginie Boone,93,75.0,US
J. Lohr 2013 Cuvée Pau Red (Paso Robles),J. Lohr,Matt Kettmann,93,50.0,US
J. Lohr 2014 Hilltop Cabernet Sauvignon (Paso Robles),J. Lohr,Matt Kettmann,93,35.0,US
Baileyana 2014 Firepeak Chardonnay (Edna Valley),Baileyana,Matt Kettmann,93,28.0,US
Rubino Estates Winery 2013 Riserva Collection Sangiovese (Livermore Valley),Rubino Estates Winery,Jim Gordon,89,28.0,US
Spell 2014 Nichole's Blend Pinot Noir (Sonoma County),Spell,Virginie Boone,89,39.0,US
Talisman 2013 Wildcat Mountain Pinot Noir (Sonoma Coast),Talisman,Virginie Boone,89,56.0,US
Lexington 2013 Gist Ranch Estate Merlot (Santa Cruz Mountains),Lexington,Matt Kettmann,89,45.0,US
Pezzi King 2013 Row 22 Reserve Zinfandel (Dry Creek Valley),Pezzi King,Virginie Boone,89,55.0,US
Sobon Estate 2012 Rezerve Tannat (Lodi),Sobon Estate,Jim Gordon,89,24.0,US
Black Stallion 2014 Poseidon Vineyard Limited Release Chardonnay (Los Carneros),Black Stallion,Virginie Boone,89,35.0,US
Bucher 2014 Bucher Vineyard Pinot Noir (Russian River Valley),Bucher,Virginie Boone,89,40.0,US
Broadway Vineyards 2014 Estate Grown Chardonnay (Carneros),Broadway Vineyards,Virginie Boone,87,30.0,US
J. Lohr 2015 Gesture Viognier (Paso Robles),J. Lohr,Matt Kettmann,87,30.0,US
Provenance Vineyards 2015 Estate Grown Sauvignon Blanc (Rutherford),Provenance Vineyards,Virginie Boone,87,32.0,US
Derby 2013 Derby Vineyard Albariño (Paso Robles),Derby,Matt Kettmann,87,24.0,US
Joseph Swan Vineyards 2010 Trenton Estate Vineyard Syrah (Russian River Valley),Joseph Swan Vineyards,Virginie Boone,92,36.0,US
Judge Palmer 2015 Ellis Alden Vineyard Sauvignon Blanc (Alexander Valley),Judge Palmer,Virginie Boone,92,32.0,US
Nicora 2014 Slide Hill Vineyard Syrah (Edna Valley),Nicora,Matt Kettmann,92,55.0,US
Pellet Estate 2014 Pellet Vineyard Henry's Reserve Red (Napa Valley),Pellet Estate,Virginie Boone,92,125.0,US
Ponzi 2015 Tavola Pinot Noir (Willamette Valley),Ponzi,Paul Gregutt,92,27.0,US
Renwood 2014 Grandpère Special Reserve Zinfandel (Amador County),Renwood,Jim Gordon,92,50.0,US
Renwood 2014 Jack Rabbit Flat Vineyard Zinfandel (Amador County),Renwood,Jim Gordon,92,50.0,US
Sbragia 2013 Neal Cabernet Sauvignon (Howell Mountain),Sbragia,Virginie Boone,92,120.0,US
Testarossa 2015 Brosseau Vineyard Chardonnay (Chalone),Testarossa,Matt Kettmann,92,49.0,US
Vineyard 36 2013 Thirty Six Cabernet Sauvignon (Napa Valley),Vineyard 36,Virginie Boone,92,85.0,US
Waters 2016 Patina Vineyard Rosé (Walla Walla Valley (WA)),Waters,Sean P. Sullivan,92,22.0,US
Bergström 2014 Le Pré du Col Vineyard Pinot Noir (Ribbon Ridge),Bergström,Paul Gregutt,92,68.0,US
Domaine Serene 2014 Yamhill Cuvée Pinot Noir (Willamette Valley),Domaine Serene,Paul Gregutt,92,45.0,US
Frostwatch 2014 Ophira Chardonnay (Bennett Valley),Frostwatch,Virginie Boone,92,45.0,US
Novelty Hill 2005 Stillwater Creek Vineyard Syrah (Columbia Valley (WA)),Novelty Hill,Paul Gregutt,92,28.0,US
Portalupi 2016 Las Brisas Vineyard Vermentino (Carneros),Portalupi,Virginie Boone,87,28.0,US
Argyle 2015 Grower Series Pinot Noir (Willamette Valley),Argyle,Paul Gregutt,87,27.0,US
Bonny Doon 2014 Pinot Doonier Sparkling (California),Bonny Doon,Jim Gordon,87,36.0,US
Freja 2014 Estate Pinot Noir (Chehalem Mountains),Freja,Paul Gregutt,87,25.0,US
Mancan NV Fizz Sparkling (California),Mancan,Jim Gordon,87,5.0,US
Martin Ranch 2014 Therese Vineyards Dos Niñas Vineyard Malbec (Santa Clara Valley),Martin Ranch,Matt Kettmann,87,40.0,US
Pech Merle 2014 Treborce Zinfandel (Dry Creek Valley),Pech Merle,Virginie Boone,87,37.0,US
Luna 2015 Reserve Estate Pinot Grigio (Napa Valley),Luna,Virginie Boone,91,32.0,US
Lynmar 2016 Rosé of Pinot Noir (Russian River Valley),Lynmar,Virginie Boone,91,25.0,US
Mark Ryan 2014 Lonely Heart Cabernet Sauvignon (Red Mountain),Mark Ryan,Sean P. Sullivan,91,95.0,US
Mark Ryan 2014 Wild Eyed Syrah (Red Mountain),Mark Ryan,Sean P. Sullivan,91,48.0,US
Miraflores 2013 Estate Malbec (El Dorado),Miraflores,Jim Gordon,91,30.0,US
Pursued by Bear 2013 Baby Bear Syrah (Columbia Valley (WA)),Pursued by Bear,Sean P. Sullivan,91,60.0,US
Sidebar 2015 Ritchie Vineyard Sauvignon Blanc (Russian River Valley),Sidebar,Virginie Boone,91,34.0,US
Sweetzer Cellars 2014 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Sweetzer Cellars,Matt Kettmann,91,45.0,US
Waxwing 2016 Blair Vineyard Rose of Pinot Noir (Arroyo Seco),Waxwing,Matt Kettmann,91,23.0,US
Bouchaine 2016 Vin Gris of Pinot Noir (Carneros),Bouchaine,Virginie Boone,91,24.0,US
Canvasback 2014 Grand Passage Cabernet Sauvignon (Red Mountain),Canvasback,Sean P. Sullivan,91,80.0,US
Coeur de Terre 2014 Renelle's Block Reserve Pinot Noir (Willamette Valley),Coeur de Terre,Paul Gregutt,91,65.0,US
Foley 2014 T Anchor Ranch Chardonnay (Sta. Rita Hills),Foley,Matt Kettmann,91,45.0,US
Goodfellow 2014 Richard's Cuvée Whistling Ridge Vineyard Chardonnay (Ribbon Ridge),Goodfellow,Paul Gregutt,91,39.0,US
Shane Wines 2013 La Reine Pinot Noir (Sonoma Coast),Shane Wines,Jim Gordon,94,42.0,US
Tantara 2014 Zotovich Vineyard Pinot Noir (Sta. Rita Hills),Tantara,Matt Kettmann,94,70.0,US
Testarossa 2014 Diana's Chardonnay (California),Testarossa,Matt Kettmann,94,70.0,US
Galerie 2013 Pleinair Cabernet Sauvignon (Napa Valley),Galerie,Virginie Boone,93,50.0,US
Left Bend 2013 Brosseau Vineyard Syrah (Chalone),Left Bend,Matt Kettmann,93,35.0,US
Migration 2013 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Migration,Matt Kettmann,93,68.0,US
Myka 2013 Côtes du Cruz Red (Santa Cruz Mountains),Myka,Matt Kettmann,93,30.0,US
Point & Line 2014 Reserve Pinot Noir (Sta. Rita Hills),Point & Line,Matt Kettmann,93,50.0,US
Saviah 2013 The Stones Speak Syrah (Walla Walla Valley (WA)),Saviah,Sean P. Sullivan,93,55.0,US
Alma Rosa 2013 Barrel Select Pinot Noir (Sta. Rita Hills),Alma Rosa,Matt Kettmann,93,60.0,US
B Cellars 2013 Blend 23 White (Napa Valley),B Cellars,Virginie Boone,93,39.0,US
Beckmen 2013 TLB Red (Santa Ynez Valley),Beckmen,Matt Kettmann,93,60.0,US
Boekenoogen 2013 Bell Ranch Vineyard Cabernet Sauvignon (Monterey),Boekenoogen,Matt Kettmann,93,48.0,US
Chappellet 2013 Signature Cabernet Sauvignon (Napa Valley),Chappellet,Virginie Boone,93,60.0,US
Walt 2014 La Brisa Chardonnay (Russian River Valley),Walt,Virginie Boone,93,35.0,US
Shale Oak 2012 Ku Red (Paso Robles),Shale Oak,Matt Kettmann,93,75.0,US
Siduri 2014 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Siduri,Matt Kettmann,93,60.0,US
Testarossa 2014 Fogstone Vineyard Pinot Noir (Santa Lucia Highlands),Testarossa,Matt Kettmann,93,64.0,US
Testarossa 2014 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),Testarossa,Matt Kettmann,93,66.0,US
Testarossa 2014 Lone Oak Vineyard Chardonnay (Santa Lucia Highlands),Testarossa,Matt Kettmann,93,48.0,US
Testarossa 2014 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),Testarossa,Matt Kettmann,93,64.0,US
Iris Vineyards 2014 Steelhead Vineyard Syrah (Applegate Valley),Iris Vineyards,Paul Gregutt,88,24.0,US
Clos LaChance 2013 Reserve Grenache (Central Coast),Clos LaChance,Matt Kettmann,88,30.0,US
Etude 2013 Grace Benoist Ranch Estate Grown Pinot Noir (Carneros),Etude,Virginie Boone,88,45.0,US
Napa Cellars 2013 Classic Collection Winemaker Series Malbec (Napa Valley),Napa Cellars,Virginie Boone,88,24.0,US
Rutherford Hill 2013 Limited Release Chardonnay (Carneros-Napa Valley),Rutherford Hill,Virginie Boone,88,28.0,US
San Simeon 2014 Estate Reserve Viognier (Paso Robles),San Simeon,Matt Kettmann,88,22.0,US
La Follette 2013 Sangiacomo Vineyard Chardonnay (Sonoma Coast),La Follette,Virginie Boone,88,38.0,US
Willamette Valley Vineyards 2009 Elton Pinot Noir (Eola-Amity Hills),Willamette Valley Vineyards,Paul Gregutt,91,45.0,US
Paraduxx 2011 C Blend Red (Napa Valley),Paraduxx,Virginie Boone,90,52.0,US
Jack Creek 2013 Kruse Vineyard Chardonnay (Central Coast),Jack Creek,Matt Kettmann,90,36.0,US
Keller Estate 2012 La Cruz Vineyard Pinot Gris (Sonoma Coast),Keller Estate,Virginie Boone,90,30.0,US
Wellington 2009 Meeks Hilltop Ranch Zinfandel (Sonoma Valley),Wellington,Virginie Boone,90,25.0,US
Wild Coyote 2012 Red Tail Zinfandel (Paso Robles),Wild Coyote,Matt Kettmann,90,25.0,US
Willamette Valley Vineyards 2012 AVA Series Pinot Noir (Dundee Hills),Willamette Valley Vineyards,Paul Gregutt,90,50.0,US
Donelan 2013 Venus Roussanne-Viognier (Sonoma County),Donelan,Virginie Boone,90,48.0,US
Sobon Estate 2012 Rezerve Primitivo (Amador County),Sobon Estate,Jim Gordon,85,24.0,US
Trio Vintners 2011 Riot Red (Columbia Valley (WA)),Trio Vintners,Paul Gregutt,86,20.0,US
Casa Smith 2014 Cervo Northridge Vineyard Barbera (Wahluke Slope),Casa Smith,Sean P. Sullivan,91,20.0,US
Rodney Strong 2015 Estate Vineyards Charlotte's Home Sauvignon Blanc (Northern Sonoma),Rodney Strong,Virginie Boone,91,17.0,US
Sarah's Vineyard 2012 Old Vine Zinfandel (Santa Clara Valley),Sarah's Vineyard,Matt Kettmann,91,30.0,US
Sequel 2011 Bin 898 Vintage Select Syrah (Columbia Valley (WA)),Sequel,Sean P. Sullivan,91,85.0,US
Sparkman 2015 Birdie Riesling (Columbia Valley (WA)),Sparkman,Sean P. Sullivan,91,18.0,US
Tantara 2014 Talley Rincon Pinot Noir (Arroyo Grande Valley),Tantara,Matt Kettmann,91,65.0,US
Tenor 2012 2:2 Red (Columbia Valley (WA)),Tenor,Sean P. Sullivan,91,78.0,US
Andrew Januik 2013 Lady Hawk Cabernet Sauvignon (Horse Heaven Hills),Andrew Januik,Sean P. Sullivan,91,50.0,US
Ardor 2014 Art Den Hoed Vineyard Syrah (Yakima Valley),Ardor,Sean P. Sullivan,91,50.0,US
Priest Ranch 2014 Estate Grown Sauvignon Blanc (Napa Valley),Priest Ranch,Virginie Boone,91,22.0,US
Sixto 2013 Roza Hills Chardonnay (Washington),Sixto,Sean P. Sullivan,91,50.0,US
Sparkman 2013 Wilderness Red (Columbia Valley (WA)),Sparkman,Sean P. Sullivan,91,25.0,US
Stevens 2013 StevensFranc Cabernet Franc (Yakima Valley),Stevens,Sean P. Sullivan,91,32.0,US
Tantara 2014 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Tantara,Matt Kettmann,91,65.0,US
Morse 2007 Jones Vineyard Syrah (El Dorado County),Morse,Virginie Boone,86,24.0,US
Hogue 2009 Reserve Chardonnay (Yakima Valley),Hogue,Paul Gregutt,86,25.0,US
Gamache 2008 Estate Merlot (Columbia Valley (WA)),Gamache,Paul Gregutt,86,24.0,US
Vina Robles 2013 Red 4 Red (Paso Robles),Vina Robles,Matt Kettmann,88,17.0,US
HandCraft 2014 Artisan Collection Cabernet Sauvignon (California),HandCraft,Jim Gordon,88,9.0,US
Ironstone 2013 Reserve Kramer Ranch Cabernet Sauvignon (Sierra Foothills),Ironstone,Jim Gordon,88,65.0,US
Camaraderie 2014 Red Wine Cabernet Franc (Columbia Valley (WA)),Camaraderie,Sean P. Sullivan,88,29.0,US
Firestone 2013 Lineage The Chairman Series Red (Santa Ynez Valley),Firestone,Matt Kettmann,88,50.0,US
Clos Pegase 2013 Estate Bottled Cabernet Sauvignon (Napa Valley),Clos Pegase,Virginie Boone,88,55.0,US
Trenza 2012 Tinto Red (San Luis Obispo County),Trenza,Matt Kettmann,88,33.0,US
Rutherford Hill 2000 26th Anniversary Chardonnay (Napa Valley),Rutherford Hill,Joe Czerwinski,87,17.0,US
Thunder Mountain 1999 Ciardella Vineyard Chardonnay (Santa Cruz Mountains),Thunder Mountain,Joe Czerwinski,87,43.0,US
Hyatt 2000 Reserve Chardonnay (Yakima Valley),Hyatt,Paul Gregutt,87,18.0,US
Kiona 2000 Dry White Riesling (Columbia Valley (WA)),Kiona,Paul Gregutt,87,8.0,US
Gallo of Sonoma 1999 Laguna Vineyard Chardonnay (Russian River Valley),Gallo of Sonoma,Joe Czerwinski,87,23.0,US
Sheridan Vineyard 2004 Reserve Syrah (Yakima Valley),Sheridan Vineyard,Paul Gregutt,93,60.0,US
Fielding Hills 2006 RiverBend Vineyard Tribute Red Red (Wahluke Slope),Fielding Hills,Paul Gregutt,92,32.0,US
Sheridan Vineyard 2004 Reserve Cabernet Sauvignon (Yakima Valley),Sheridan Vineyard,Paul Gregutt,92,60.0,US
Soos Creek 2006 Artist Series #6 Red Wine Red (Columbia Valley (WA)),Soos Creek,Paul Gregutt,92,35.0,US
Soos Creek 2006 Champoux Vineyard Red Wine Red (Horse Heaven Hills),Soos Creek,Paul Gregutt,92,40.0,US
Fielding Hills 2006 RiverBend Vineyard Cabernet Franc (Wahluke Slope),Fielding Hills,Paul Gregutt,92,30.0,US
Alexandria Nicole 2009 Alderdale Destiny Ridge Vineyards Estate Grown Cabernet Sauvignon (Horse Heaven Hills),Alexandria Nicole,Paul Gregutt,90,32.0,US
Dowsett Family 2011 Celilo Vineyard Gewürztraminer (Columbia Gorge (WA)),Dowsett Family,Paul Gregutt,90,22.0,US
Seven Hills 2009 Klipsun Vineyard Cabernet Sauvignon (Red Mountain),Seven Hills,Paul Gregutt,89,45.0,US
Stephen Ross 2011 Stone Corral Vineyard Pinot Noir (Edna Valley),Stephen Ross,Matt Kettmann,93,52.0,US
Testarossa 2012 Fogstone Vineyard Chardonnay (Santa Lucia Highlands),Testarossa,Matt Kettmann,93,45.0,US
Keller Estate 2013 El Coro Pinot Noir (Sonoma Coast),Keller Estate,Virginie Boone,87,52.0,US
Winderlea 2013 Murto Vineyard Pinot Noir (Dundee Hills),Winderlea,Paul Gregutt,87,48.0,US
Gustafson Family 2014 Heritage Tree Vineyard Estate Rosé of Syrah (Dry Creek Valley),Gustafson Family,Virginie Boone,87,20.0,US
Sweet Cheeks 2012 Barrel Select Tempranillo (Umpqua Valley),Sweet Cheeks,Paul Gregutt,87,25.0,US
Salvatore Principe 2010 In The Groove Chardonnay (California),Salvatore Principe,Virginie Boone,87,10.0,US
Lemelson 2010 Tikka's Run Pinot Gris (Willamette Valley),Lemelson,Paul Gregutt,86,19.0,US
Summerland 2013 Happy Canyon Cabernet Sauvignon (Santa Barbara County),Summerland,Matt Kettmann,88,25.0,US
Swiftwater Cellars 2013 No. 9 Riesling (Columbia Valley (WA)),Swiftwater Cellars,Paul Gregutt,88,18.0,US
Broken Earth 2010 Reserve Petit Verdot (Paso Robles),Broken Earth,Matt Kettmann,88,48.0,US
Milbrandt 2013 The Estates Viognier (Wahluke Slope),Milbrandt,Sean P. Sullivan,88,22.0,US
Dunstan 2013 Durell Vineyard Rosé (Sonoma Coast),Dunstan,Virginie Boone,88,25.0,US
Apex 2012 The Catalyst Red (Horse Heaven Hills),Apex,Sean P. Sullivan,88,15.0,US
Sparkman 2013 Pearl Sauvignon Blanc (Columbia Valley (WA)),Sparkman,Paul Gregutt,88,22.0,US
Agate Ridge 2009 Estate Syrah (Rogue Valley),Agate Ridge,Paul Gregutt,88,24.0,US
Olson Ogden 2009 Margaret's Mandate Marsanne (Napa Valley),Olson Ogden,Virginie Boone,88,35.0,US
Coelho 2011 Estate Renovação Pinot Gris (Willamette Valley),Coelho,Paul Gregutt,88,20.0,US
Easton 2009 Cooper Ranch Barbera (Shenandoah Valley (CA)),Easton,Virginie Boone,88,25.0,US
Holly's Hill 2010 Estate Roussanne (El Dorado),Holly's Hill,Virginie Boone,88,18.0,US
Vista Hills 2009 Marylhurst Estate Pinot Noir (Willamette Valley),Vista Hills,Paul Gregutt,92,36.0,US
Columbia Crest 2015 Reserve Chenin Blanc (Horse Heaven Hills),Columbia Crest,Sean P. Sullivan,87,26.0,US
Laird 2014 Phantom Ranch Pinot Noir (Carneros),Laird,Virginie Boone,87,55.0,US
Mercer 2014 Reserve Cavalie Red (Horse Heaven Hills),Mercer,Sean P. Sullivan,87,40.0,US
Sandler 2015 Peterson Vineyard Pinot Noir (Santa Lucia Highlands),Sandler,Matt Kettmann,87,40.0,US
San Simeon 2012 Estate Reserve Petite Sirah (Paso Robles),San Simeon,Matt Kettmann,89,30.0,US
Lexington 2013 Gist Ranch Estate Malbec (Santa Cruz Mountains),Lexington,Matt Kettmann,89,45.0,US
Vermeil 2013 Compassion Red (California),Vermeil,Jim Gordon,89,45.0,US
Snoqualmie 2014 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Snoqualmie,Sean P. Sullivan,89,20.0,US
Spring Valley Vineyard 2013 Frederick Estate Grown Red (Walla Walla Valley (WA)),Spring Valley Vineyard,Sean P. Sullivan,89,50.0,US
Swiftwater Cellars 2015 Zephyr Ridge Estate Bottled Chardonnay (Horse Heaven Hills),Swiftwater Cellars,Sean P. Sullivan,89,22.0,US
Buttonwood 2013 Classic Cuvée Red (Santa Ynez Valley),Buttonwood,Matt Kettmann,89,22.0,US
Brian Carter Cellars 2014 Oriana White (Yakima Valley),Brian Carter Cellars,Sean P. Sullivan,89,24.0,US
Dumas Station 2012 The Excursion Syrah (Walla Walla Valley (WA)),Dumas Station,Sean P. Sullivan,91,48.0,US
Fiddletown Cellars 2012 Jack Rabbit Flat Zinfandel (Amador County),Fiddletown Cellars,Jim Gordon,91,32.0,US
Seven Hills 2012 McClellan Estate Vineyard Petit Verdot (Walla Walla Valley (WA)),Seven Hills,Sean P. Sullivan,91,35.0,US
Ventana 2011 Le Mistral Red (Monterey County),Ventana,Matt Kettmann,91,45.0,US
Two Vintners 2012 StoneTree Vineyard Zinfandel (Wahluke Slope),Two Vintners,Sean P. Sullivan,91,29.0,US
Zepaltas 2012 Charles Heintz Vineyard Chardonnay (Sonoma Coast),Zepaltas,Virginie Boone,91,45.0,US
Syncline 2012 Cuvée Elena Red (Columbia Valley (WA)),Syncline,Sean P. Sullivan,91,40.0,US
Syncline 2012 McKinley Springs Syrah (Horse Heaven Hills),Syncline,Sean P. Sullivan,91,30.0,US
Baer 2011 Star Red (Columbia Valley (WA)),Baer,Sean P. Sullivan,91,32.0,US
Baer 2011 Ursa Red (Columbia Valley (WA)),Baer,Sean P. Sullivan,91,39.0,US
Bianchi 2011 Heritage Selection Syrah (Paso Robles),Bianchi,Matt Kettmann,91,26.0,US
Block Nine 2013 Caiden's Vineyards Pinot Noir (California),Block Nine,Jim Gordon,91,15.0,US
Midnight 2012 Synnove Petit Verdot (Paso Robles),Midnight,Matt Kettmann,87,44.0,US
Malibu Rocky Oaks 2014 Collective 10 Year Anniversary Lot 1 Cabernet Sauvignon (California),Malibu Rocky Oaks,Matt Kettmann,87,18.0,US
Alyris 2014 The Audition Chardonnay (Carneros),Alyris,Virginie Boone,87,45.0,US
Poseidon 2015 Estate Pinot Noir (Carneros),Poseidon,Jim Gordon,92,32.0,US
Rôtie Cellars 2015 Northern Blend Red (Walla Walla Valley (WA)),Rôtie Cellars,Sean P. Sullivan,92,48.0,US
Sanford 2014 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),Sanford,Matt Kettmann,92,70.0,US
Shared Notes 2015 Les Pierres Qui Decident Sauvignon Blanc (Russian River Valley),Shared Notes,Matt Kettmann,92,65.0,US
W.T. Vintners 2014 Gorgeous Destiny Ridge Vineyard Syrah (Horse Heaven Hills),W.T. Vintners,Sean P. Sullivan,92,30.0,US
Zaca Mesa 2013 Eight Barrel Syrah (Santa Ynez Valley),Zaca Mesa,Matt Kettmann,92,48.0,US
Robert Mondavi 2015 Reserve To Kalon Vineyard Fumé Blanc (Napa Valley),Robert Mondavi,Virginie Boone,92,52.0,US
Morell-Peña 2015 Ysabella Bjork Chardonnay (Columbia Valley (WA)),Morell-Peña,Sean P. Sullivan,92,45.0,US
Reynvaan Family Vineyards 2014 Estate The Contender In the Rocks Vineyard Syrah (Walla Walla Valley (WA)),Reynvaan Family Vineyards,Sean P. Sullivan,92,85.0,US
Tablas Creek 2014 Esprit de Tablas Grown and Bottled on the Estate Mourvèdre-Grenache-Syrah-Counoise Red (Adelaida District),Tablas Creek,Matt Kettmann,92,55.0,US
Terre Rouge 2016 Vin Gris d'Amour Rosé (Sierra Foothills),Terre Rouge,Jim Gordon,92,20.0,US
Tessier Winery 2015 Saveria Vineyard Pinot Noir (Santa Cruz Mountains),Tessier Winery,Matt Kettmann,92,45.0,US
